Region,Town,State,Business,Vertical,Need,Confidence,Website score,IT score,Evidence,Phone,Website,Address,Google Maps,Source,Status/Notes
Upstate/N SC,Greenville,SC,"The Angell Law Firm, LLC",legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+1-864-670-2727,,200 North Main Street,https://www.google.com/maps/search/?api=1&query=The%20Angell%20Law%20Firm%2C%20LLC%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Family Chiropractic & Nutrition,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-254-1091,,,https://www.google.com/maps/search/?api=1&query=Family%20Chiropractic%20%26%20Nutrition%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Pain Relief Chiropractic,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 864-233-3434,,730 South Pleasantburg Drive,https://www.google.com/maps/search/?api=1&query=Pain%20Relief%20Chiropractic%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Carolinas Center for Oral & Facial Surgery,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-751-9972,,,https://www.google.com/maps/search/?api=1&query=Carolinas%20Center%20for%20Oral%20%26%20Facial%20Surgery%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Upstate Dental Associates,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-288-3852,,116 East Butler Road,https://www.google.com/maps/search/?api=1&query=Upstate%20Dental%20Associates%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,State Credit Union,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-864-235-0363,,1435 Cleveland Street,https://www.google.com/maps/search/?api=1&query=State%20Credit%20Union%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,St Francis Cancer Center,healthcare,IT,High,3,4,SSL certificate broken/expired,+1 864 603 6200,http://stfranciscancercenter.org/,104 Innovation Drive,https://www.google.com/maps/search/?api=1&query=St%20Francis%20Cancer%20Center%20Greenville%20SC,OSM,
Upstate/N SC,Greenville,SC,Joy Real Estate Co,realestate,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; realestate business with no web presence — likely no IT partner either,+1-864-297-3111,,309 East Butler Road,https://www.google.com/maps/search/?api=1&query=Joy%20Real%20Estate%20Co%20Greenville%20SC,OSM,
Upstate/N SC,Greer,SC,Carraway Family and Cosmetic Dentistry,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-268-7812,,2104 Old Spartanburg Road,https://www.google.com/maps/search/?api=1&query=Carraway%20Family%20and%20Cosmetic%20Dentistry%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Gillespie Insurance Services Inc,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-864-661-1422,,,https://www.google.com/maps/search/?api=1&query=Gillespie%20Insurance%20Services%20Inc%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Elevation Surveying,engineering,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; engineering business with no web presence — likely no IT partner either,+1-864-334-5560,,,https://www.google.com/maps/search/?api=1&query=Elevation%20Surveying%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Hendrix Insurance agency,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-864-439-5440,,109 East Main Street,https://www.google.com/maps/search/?api=1&query=Hendrix%20Insurance%20agency%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Abner Creek Chiropractic,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-801-3230,,1110 Berry Shoals Road,https://www.google.com/maps/search/?api=1&query=Abner%20Creek%20Chiropractic%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Gibbs Cancer Center & Research Institute,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-855-362-4422,,2759 South Highway 14,https://www.google.com/maps/search/?api=1&query=Gibbs%20Cancer%20Center%20%26%20Research%20Institute%20Greer%20SC,OSM,
Upstate/N SC,Greer,SC,Doctors Care,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-968-9144,,230 West Wade Hampton Boulevard,https://www.google.com/maps/search/?api=1&query=Doctors%20Care%20Greer%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Hub City Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+18645863886,,1735 John B White Sr Boulevard,https://www.google.com/maps/search/?api=1&query=Hub%20City%20Pharmacy%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Sparkle City Chiropractic,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-285-4492,,1802 Drayton Road,https://www.google.com/maps/search/?api=1&query=Sparkle%20City%20Chiropractic%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,"Spartanburg Ear, Nose & Throat",healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-582-2900,,,https://www.google.com/maps/search/?api=1&query=Spartanburg%20Ear%2C%20Nose%20%26%20Throat%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Carolina Medical Affiliates,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-529-3027,,,https://www.google.com/maps/search/?api=1&query=Carolina%20Medical%20Affiliates%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Piedmont Eye Associates,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 864 583 5312,,,https://www.google.com/maps/search/?api=1&query=Piedmont%20Eye%20Associates%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Horizon Medical Associates,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-591-1700,,1455 East Main Street,https://www.google.com/maps/search/?api=1&query=Horizon%20Medical%20Associates%20Spartanburg%20SC,OSM,
Upstate/N SC,Spartanburg,SC,Devore Dermatology,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-864-596-7546,,490 Floyd Road,https://www.google.com/maps/search/?api=1&query=Devore%20Dermatology%20Spartanburg%20SC,OSM,
Upstate/N SC,Gaffney,SC,Cherokee County Health Center,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 864 487 2705,,400 South Logan Street,https://www.google.com/maps/search/?api=1&query=Cherokee%20County%20Health%20Center%20Gaffney%20SC,OSM,
Upstate/N SC,Rock Hill,SC,Catawba River Dentistry,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 803 396 5888,,100 Dobys Bridge Road,https://www.google.com/maps/search/?api=1&query=Catawba%20River%20Dentistry%20Rock%20Hill%20SC,OSM,
SE Kentucky,Pikeville,KY,PMC Paint Management & Outpatient Pharmacy,healthcare,IT,High,3,4,SSL certificate broken/expired,+1-606-218-2217,https://www.pikevillehospital.org,231 Hibbard Street,https://www.google.com/maps/search/?api=1&query=PMC%20Paint%20Management%20%26%20Outpatient%20Pharmacy%20Pikeville%20KY,OSM,
SE Kentucky,Hazard,KY,Roper Law Firm,legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+1-606-487-0651,,554 High Street,https://www.google.com/maps/search/?api=1&query=Roper%20Law%20Firm%20Hazard%20KY,OSM,
SE Kentucky,Whitesburg,KY,David Narramore,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 606 6334854,,,https://www.google.com/maps/search/?api=1&query=David%20Narramore%20Whitesburg%20KY,OSM,
SE Kentucky,Whitesburg,KY,Mountain Instant Care,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 606 6337000,,,https://www.google.com/maps/search/?api=1&query=Mountain%20Instant%20Care%20Whitesburg%20KY,OSM,
SE Kentucky,Middlesboro,KY,Larry Brooks Bookkeeping & Tax Service,accounting,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; accounting business with no web presence — likely no IT partner either,+16062485300,,,https://www.google.com/maps/search/?api=1&query=Larry%20Brooks%20Bookkeeping%20%26%20Tax%20Service%20Middlesboro%20KY,OSM,
SE Kentucky,Middlesboro,KY,Family Pride Counseling,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+16067661344,,,https://www.google.com/maps/search/?api=1&query=Family%20Pride%20Counseling%20Middlesboro%20KY,OSM,
SE Kentucky,Corbin,KY,Dr. Dana Chitwood O.D,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-606-258-8888,,,https://www.google.com/maps/search/?api=1&query=Dr.%20Dana%20Chitwood%20O.D%20Corbin%20KY,OSM,
SE Kentucky,Corbin,KY,Tackett Orthodontics,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-606-523-2000,,"727 West Cumberland Gap Pkwy Suite D, Corbin, KY 40701",https://www.google.com/maps/search/?api=1&query=Tackett%20Orthodontics%20Corbin%20KY,OSM,
Southern WV,Princeton,WV,First Community Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-487-5900,,1309 Stafford Drive,https://www.google.com/maps/search/?api=1&query=First%20Community%20Bank%20Princeton%20WV,OSM,
Southern WV,Welch,WV,MCNB Bank and Trust - Mini Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-436-4112,,94 Howard Street,https://www.google.com/maps/search/?api=1&query=MCNB%20Bank%20and%20Trust%20-%20Mini%20Bank%20Welch%20WV,OSM,
Southern WV,Welch,WV,MCNB Bank and Trust - Banking Center,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-436-4112,,75 Wyoming Street,https://www.google.com/maps/search/?api=1&query=MCNB%20Bank%20and%20Trust%20-%20Banking%20Center%20Welch%20WV,OSM,
Southern WV,Beckley,WV,City National Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-255-5140,,212 Airport Road,https://www.google.com/maps/search/?api=1&query=City%20National%20Bank%20Beckley%20WV,OSM,
Southern WV,Beckley,WV,One Valley Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-252-6334,,3941 Robert C Byrd Drive,https://www.google.com/maps/search/?api=1&query=One%20Valley%20Bank%20Beckley%20WV,OSM,
Southern WV,Beckley,WV,Glen Daniel Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+13049346337,,6435 Harper Road,https://www.google.com/maps/search/?api=1&query=Glen%20Daniel%20Pharmacy%20Beckley%20WV,OSM,
Southern WV,Hinton,WV,First Community Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-466-5502,,298 Stokes Dr,https://www.google.com/maps/search/?api=1&query=First%20Community%20Bank%20Hinton%20WV,OSM,
Southern WV,Hinton,WV,Summit Community Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-466-2311,,321 Temple Street,https://www.google.com/maps/search/?api=1&query=Summit%20Community%20Bank%20Hinton%20WV,OSM,
Southern WV,Williamson,WV,BB&T,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-304-235-1544,,250 East 2nd Avenue,https://www.google.com/maps/search/?api=1&query=BB%26T%20Williamson%20WV,OSM,
SW Virginia,Abingdon,VA,First Community Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-276-628-6300,,24412 Maringo Road,https://www.google.com/maps/search/?api=1&query=First%20Community%20Bank%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Wolf Hills Tax & Insurance,accounting,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; accounting business with no web presence — likely no IT partner either,+1 276-623-2469,,,https://www.google.com/maps/search/?api=1&query=Wolf%20Hills%20Tax%20%26%20Insurance%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Ann Fleenor Myofascial Release & Healing,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 276-285-8195,,418 West Main Street,https://www.google.com/maps/search/?api=1&query=Ann%20Fleenor%20Myofascial%20Release%20%26%20Healing%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Matthew B Crumpling Attorney & Counselor at Law,legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+1 276-619-0971,,440 West Main Street,https://www.google.com/maps/search/?api=1&query=Matthew%20B%20Crumpling%20Attorney%20%26%20Counselor%20at%20Law%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Countryside Realty,realestate,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; realestate business with no web presence — likely no IT partner either,+1 276-628-2250,,436 West Main Street,https://www.google.com/maps/search/?api=1&query=Countryside%20Realty%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,Gibson Financial,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1 276-451-2078,,452 West Main Street,https://www.google.com/maps/search/?api=1&query=Gibson%20Financial%20Abingdon%20VA,OSM,
SW Virginia,Abingdon,VA,National Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-276-628-9131,,102 Wall Street South,https://www.google.com/maps/search/?api=1&query=National%20Bank%20Abingdon%20VA,OSM,
SW Virginia,Galax,VA,Galax Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-276-236-1120,,967 East Stuart Drive,https://www.google.com/maps/search/?api=1&query=Galax%20Pharmacy%20Galax%20VA,OSM,
SW Virginia,Galax,VA,Skyline National Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-276-238-8112,,8351 Carrollton Pike,https://www.google.com/maps/search/?api=1&query=Skyline%20National%20Bank%20Galax%20VA,OSM,
SW Virginia,Galax,VA,Carter Bank & Trust,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-276-236-7107,,543 East Stuart Drive,https://www.google.com/maps/search/?api=1&query=Carter%20Bank%20%26%20Trust%20Galax%20VA,OSM,
SW Virginia,Norton/Wise,VA,Kennedy Law Office,legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+1-276-328-0918,,West Main Street,https://www.google.com/maps/search/?api=1&query=Kennedy%20Law%20Office%20Norton%2FWise%20VA,OSM,
SW Virginia,Norton/Wise,VA,"The O'Quinn Law Office, PLLC",legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+1-276-679-2111,,532 West Main Street,https://www.google.com/maps/search/?api=1&query=The%20O'Quinn%20Law%20Office%2C%20PLLC%20Norton%2FWise%20VA,OSM,
SW Virginia,Norton/Wise,VA,Lonesome Pine Realty,realestate,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; realestate business with no web presence — likely no IT partner either,+1-276-321-7674,,,https://www.google.com/maps/search/?api=1&query=Lonesome%20Pine%20Realty%20Norton%2FWise%20VA,OSM,
SW Virginia,Lebanon,VA,New Peoples Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1 276-889-5100,,1421 East Main Street,https://www.google.com/maps/search/?api=1&query=New%20Peoples%20Bank%20Lebanon%20VA,OSM,
SW Virginia,Lebanon,VA,TigeRx Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-276-873-4700,,,https://www.google.com/maps/search/?api=1&query=TigeRx%20Pharmacy%20Lebanon%20VA,OSM,
SW Virginia,Lebanon,VA,McFarlane-Hillman Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+12768895721,,116 South Flanagan Avenue,https://www.google.com/maps/search/?api=1&query=McFarlane-Hillman%20Pharmacy%20Lebanon%20VA,OSM,
SW Virginia,Richlands,VA,First Sentinel Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-276-963-0836,,315 Railroad Avenue,https://www.google.com/maps/search/?api=1&query=First%20Sentinel%20Bank%20Richlands%20VA,OSM,
SW Virginia,Richlands,VA,First Community Bank,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-276-964-7454,,302 Washington Square,https://www.google.com/maps/search/?api=1&query=First%20Community%20Bank%20Richlands%20VA,OSM,
SW Virginia,Blacksburg,VA,Schiffert Health Center,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-540-231-6444,,895 Washington Street,https://www.google.com/maps/search/?api=1&query=Schiffert%20Health%20Center%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Blacksburg Family Care,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-540-951-9444,,708 North Main Street,https://www.google.com/maps/search/?api=1&query=Blacksburg%20Family%20Care%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Farm Bureau Insurance,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1-540-961-4086,,708 North Main Street,https://www.google.com/maps/search/?api=1&query=Farm%20Bureau%20Insurance%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Counts Family Pharmacy,healthcare,IT,High,3,4,SSL certificate broken/expired,+1-540-605-7721,https://countspharmacy.com/,301 South Main Street,https://www.google.com/maps/search/?api=1&query=Counts%20Family%20Pharmacy%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,"K. M. Sowinski, M.D. Family Practice",healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-540-552-5545,,105 McDonald Street,https://www.google.com/maps/search/?api=1&query=K.%20M.%20Sowinski%2C%20M.D.%20Family%20Practice%20Blacksburg%20VA,OSM,
SW Virginia,Blacksburg,VA,Noonkester Real Estate,realestate,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; realestate business with no web presence — likely no IT partner either,+1-540-552-3331,,1106 North Main Street,https://www.google.com/maps/search/?api=1&query=Noonkester%20Real%20Estate%20Blacksburg%20VA,OSM,
SW Virginia,Pulaski,VA,Tipton Ridge Veterinary Center,veterinary,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; veterinary business with no web presence — likely no IT partner either,+1-540-980-0186,,1858 Bob White Boulevard,https://www.google.com/maps/search/?api=1&query=Tipton%20Ridge%20Veterinary%20Center%20Pulaski%20VA,OSM,
SW Virginia,Pulaski,VA,Martin's Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-540-980-4060,,400 North Washington Avenue,https://www.google.com/maps/search/?api=1&query=Martin's%20Pharmacy%20Pulaski%20VA,OSM,
SW Virginia,Roanoke,VA,Roanoke Dental Care,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1-540-989-4549,,4207 Colonial Avenue,https://www.google.com/maps/search/?api=1&query=Roanoke%20Dental%20Care%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Commonwealth Dental Clinic,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 540 685 0028,,1121 South Jefferson Street,https://www.google.com/maps/search/?api=1&query=Commonwealth%20Dental%20Clinic%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,We Care Dental Care,healthcare,IT,High,3,4,SSL certificate broken/expired,+1-540-427-7274,https://www.wecaredentalcare.com/,3433 Orange Avenue Northeast,https://www.google.com/maps/search/?api=1&query=We%20Care%20Dental%20Care%20Roanoke%20VA,OSM,
SW Virginia,Roanoke,VA,Lucas Therapies,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 540-772-8022,,1967 Electric Road,https://www.google.com/maps/search/?api=1&query=Lucas%20Therapies%20Roanoke%20VA,OSM,
Western NC,Asheville,NC,Robert H Owen III Attorney at Law,legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+1-828-253-3982,,417 Biltmore Avenue,https://www.google.com/maps/search/?api=1&query=Robert%20H%20Owen%20III%20Attorney%20at%20Law%20Asheville%20NC,OSM,
Western NC,Asheville,NC,"Candler Veterinary Clinic, PA",veterinary,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; veterinary business with no web presence — likely no IT partner either,+18286670247,,911 Smokey Park Highway,https://www.google.com/maps/search/?api=1&query=Candler%20Veterinary%20Clinic%2C%20PA%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Asheville Mountain Pharmacy,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+18285750723,,1272 Tunnel Road,https://www.google.com/maps/search/?api=1&query=Asheville%20Mountain%20Pharmacy%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Gentle Family Dentistry,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+18282998824,,1674 Tunnel Road,https://www.google.com/maps/search/?api=1&query=Gentle%20Family%20Dentistry%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Fairview Animal Hospital,veterinary,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; veterinary business with no web presence — likely no IT partner either,+18286283557,,867 Charlotte Highway,https://www.google.com/maps/search/?api=1&query=Fairview%20Animal%20Hospital%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Cataloochee Dental Group - Candler,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+18282776800,,811 Smokey Park Highway,https://www.google.com/maps/search/?api=1&query=Cataloochee%20Dental%20Group%20-%20Candler%20Asheville%20NC,OSM,
Western NC,Asheville,NC,FastMed Urgent Care,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+18283651088,,511 Smokey Park Highway,https://www.google.com/maps/search/?api=1&query=FastMed%20Urgent%20Care%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Telco Community Credit Union- Candler Branch,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+18282526458,,1141 Smokey Park Highway,https://www.google.com/maps/search/?api=1&query=Telco%20Community%20Credit%20Union-%20Candler%20Branch%20Asheville%20NC,OSM,
Western NC,Asheville,NC,M&C Servicios Latinos & Insurance Solutions of Asheville,accounting,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; accounting business with no web presence — likely no IT partner either,+1 828-582-0823,,34 New Leicester Highway,https://www.google.com/maps/search/?api=1&query=M%26C%20Servicios%20Latinos%20%26%20Insurance%20Solutions%20of%20Asheville%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Telco Community Credit Union,finance,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; finance business with no web presence — likely no IT partner either,+1 828-252-6458,,34 Northcrest Road,https://www.google.com/maps/search/?api=1&query=Telco%20Community%20Credit%20Union%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Mission Family Medicine - Weaverville,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+1 828-645-3066,,63 Monticello Road,https://www.google.com/maps/search/?api=1&query=Mission%20Family%20Medicine%20-%20Weaverville%20Asheville%20NC,OSM,
Western NC,Asheville,NC,Cedar Ridge Animal Hospital,veterinary,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; veterinary business with no web presence — likely no IT partner either,+18285752430,,184 Charlotte Highway,https://www.google.com/maps/search/?api=1&query=Cedar%20Ridge%20Animal%20Hospital%20Asheville%20NC,OSM,
Western NC,Asheville,NC,"Goosmann Rose Colvard & Cramer, PA",legal,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; legal business with no web presence — likely no IT partner either,+18282580150,,68 North Main Street,https://www.google.com/maps/search/?api=1&query=Goosmann%20Rose%20Colvard%20%26%20Cramer%2C%20PA%20Asheville%20NC,OSM,
Western NC,Asheville,NC,All Pets Animal Hospital & Rehabilitation Center,veterinary,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; veterinary business with no web presence — likely no IT partner either,+18286455252,,7 Reynolds Mountain Boulevard,https://www.google.com/maps/search/?api=1&query=All%20Pets%20Animal%20Hospital%20%26%20Rehabilitation%20Center%20Asheville%20NC,OSM,
Western NC,Hendersonville,NC,O'Cain Design Group,engineering,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; engineering business with no web presence — likely no IT partner either,+1-828-692-4991,,,https://www.google.com/maps/search/?api=1&query=O'Cain%20Design%20Group%20Hendersonville%20NC,OSM,
Western NC,Hendersonville,NC,Saluda Family Medicine,healthcare,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; healthcare business with no web presence — likely no IT partner either,+18287490149,,1347 Ozone Drive,https://www.google.com/maps/search/?api=1&query=Saluda%20Family%20Medicine%20Hendersonville%20NC,OSM,
Western NC,Brevard,NC,Animals Of Eden Veterinary Hospital PLLC,veterinary,IT,Verify,3,4,No website listed (OSM) — verify with a quick Google/call; veterinary business with no web presence — likely no IT partner either,+18288843647,,68 Cassell Road,https://www.google.com/maps/search/?api=1&query=Animals%20Of%20Eden%20Veterinary%20Hospital%20PLLC%20Brevard%20NC,OSM,
